adjustment_id,ad_campaign_id,adjusted_at,previous_budget,new_budget,adjustment_reason,operator_name
BA000316,ADC00075,2026-05-12 08:41:12,176772,215343,素材衰退,渠道运营05
BA000317,ADC00018,2026-05-30 05:16:13,73557,86764,留存质量较好,渠道运营06
BA000318,ADC00053,2026-06-15 20:40:11,81333,95048,转化成本偏高,渠道运营07
BA000319,ADC00091,2026-08-23 19:04:45,146764,101458,留存质量较好,渠道运营08
BA000320,ADC00033,2026-05-07 14:32:31,91669,115399,素材衰退,渠道运营01
BA000321,ADC00006,2026-05-11 11:02:48,247276,168736,转化成本偏高,渠道运营02
BA000322,ADC00037,2026-05-09 00:10:38,158506,134253,留存质量较好,渠道运营03
BA000323,ADC00076,2026-03-13 23:26:58,37275,25038,素材衰退,渠道运营04
BA000324,ADC00023,2026-05-24 00:24:45,191468,205740,转化成本偏高,渠道运营05
BA000325,ADC00075,2026-04-25 12:12:27,176772,156812,转化成本偏高,渠道运营06
BA000326,ADC00076,2026-03-13 09:42:15,37275,47800,阶段性加量,渠道运营07
BA000327,ADC00086,2026-01-20 08:54:37,221283,215117,留存质量较好,渠道运营08
BA000328,ADC00067,2026-04-18 04:00:06,94903,73007,转化成本偏高,渠道运营01
BA000329,ADC00040,2026-06-09 07:59:39,206930,192490,转化成本偏高,渠道运营02
BA000330,ADC00087,2026-02-05 14:21:27,129307,184660,转化成本偏高,渠道运营03
BA000331,ADC00045,2026-04-30 18:56:14,185571,126005,素材衰退,渠道运营04
BA000332,ADC00006,2026-04-07 14:40:11,247276,286784,阶段性加量,渠道运营05
BA000333,ADC00012,2026-03-12 12:04:17,79511,82065,留存质量较好,渠道运营06
BA000334,ADC00085,2026-02-28 20:23:27,89912,112892,转化成本偏高,渠道运营07
BA000335,ADC00079,2026-03-21 16:46:30,156156,101787,阶段性加量,渠道运营08
BA000336,ADC00092,2026-04-01 05:11:36,192262,207415,阶段性加量,渠道运营01
BA000337,ADC00094,2026-03-26 23:08:58,84603,79310,素材衰退,渠道运营02
BA000338,ADC00009,2026-04-20 21:16:09,248217,349625,素材衰退,渠道运营03
BA000339,ADC00021,2026-04-13 10:25:11,100866,95354,阶段性加量,渠道运营04
BA000340,ADC00036,2026-06-11 23:10:37,122832,97761,素材衰退,渠道运营05
BA000341,ADC00081,2026-04-17 09:22:29,156922,152197,转化成本偏高,渠道运营06
BA000342,ADC00091,2026-07-17 03:10:23,146764,98223,阶段性加量,渠道运营07
BA000343,ADC00079,2026-03-22 06:08:01,156156,198052,阶段性加量,渠道运营08
BA000344,ADC00082,2026-04-06 15:33:37,77397,62731,素材衰退,渠道运营01
BA000345,ADC00086,2026-01-29 05:32:13,221283,161337,转化成本偏高,渠道运营02
BA000346,ADC00097,2026-03-14 10:35:00,94362,106526,留存质量较好,渠道运营03
BA000347,ADC00084,2026-02-21 06:04:02,69425,85082,阶段性加量,渠道运营04
BA000348,ADC00019,2026-07-03 13:24:05,241679,215050,转化成本偏高,渠道运营05
BA000349,ADC00048,2026-01-29 12:55:38,84606,90890,留存质量较好,渠道运营06
BA000350,ADC00029,2026-05-15 06:19:53,137551,140287,素材衰退,渠道运营07
BA000351,ADC00042,2026-03-28 16:25:17,186366,199005,转化成本偏高,渠道运营08
BA000352,ADC00028,2026-06-10 22:53:13,169677,164587,留存质量较好,渠道运营01
BA000353,ADC00080,2026-05-15 09:56:00,247137,235707,素材衰退,渠道运营02
BA000354,ADC00093,2026-07-24 05:22:35,182268,119874,素材衰退,渠道运营03
BA000355,ADC00027,2026-06-26 06:14:05,128491,155539,转化成本偏高,渠道运营04
BA000356,ADC00043,2026-05-25 08:09:17,85886,86074,阶段性加量,渠道运营05
BA000357,ADC00075,2026-05-05 07:27:19,176772,196447,阶段性加量,渠道运营06
BA000358,ADC00044,2026-05-21 16:23:47,164337,199643,转化成本偏高,渠道运营07
BA000359,ADC00064,2026-03-16 10:27:16,204874,179967,转化成本偏高,渠道运营08
BA000360,ADC00046,2026-05-24 15:55:39,35298,47984,转化成本偏高,渠道运营01
BA000361,ADC00028,2026-06-09 00:23:44,169677,223248,转化成本偏高,渠道运营02
BA000362,ADC00019,2026-07-28 05:24:38,241679,190067,素材衰退,渠道运营03
BA000363,ADC00090,2026-06-09 02:43:31,41011,59225,转化成本偏高,渠道运营04
BA000364,ADC00068,2026-02-28 07:52:20,129408,175233,转化成本偏高,渠道运营05
BA000365,ADC00085,2026-03-09 13:23:06,89912,102476,素材衰退,渠道运营06
BA000366,ADC00043,2026-05-29 13:46:06,85886,114244,阶段性加量,渠道运营07
BA000367,ADC00075,2026-03-31 12:09:31,176772,252705,留存质量较好,渠道运营08
BA000368,ADC00090,2026-08-01 01:56:10,41011,42228,留存质量较好,渠道运营01
BA000369,ADC00039,2026-03-11 21:29:18,190797,271314,阶段性加量,渠道运营02
BA000370,ADC00010,2026-07-02 01:37:12,166048,179974,留存质量较好,渠道运营03
BA000371,ADC00005,2026-04-22 13:06:47,55969,72081,阶段性加量,渠道运营04
BA000372,ADC00006,2026-04-27 10:31:50,247276,201390,留存质量较好,渠道运营05
BA000373,ADC00036,2026-06-13 01:12:26,122832,149773,转化成本偏高,渠道运营06
BA000374,ADC00060,2026-02-27 22:47:38,55084,48122,素材衰退,渠道运营07
BA000375,ADC00064,2026-03-26 01:51:28,204874,290130,留存质量较好,渠道运营08
BA000376,ADC00092,2026-05-17 10:57:53,192262,152162,阶段性加量,渠道运营01
BA000377,ADC00033,2026-05-06 00:02:15,91669,71257,阶段性加量,渠道运营02
BA000378,ADC00048,2026-02-04 00:29:42,84606,120204,转化成本偏高,渠道运营03
BA000379,ADC00098,2026-06-16 23:34:39,37979,48770,留存质量较好,渠道运营04
BA000380,ADC00032,2026-02-25 02:58:08,199888,207604,素材衰退,渠道运营05
BA000381,ADC00054,2026-01-07 11:27:43,78922,85410,阶段性加量,渠道运营06
BA000382,ADC00038,2026-06-26 15:55:18,42195,35266,素材衰退,渠道运营07
BA000383,ADC00059,2026-08-11 03:57:31,134982,113546,素材衰退,渠道运营08
BA000384,ADC00018,2026-05-17 10:55:26,73557,70789,阶段性加量,渠道运营01
BA000385,ADC00096,2026-04-14 18:12:43,142909,203360,留存质量较好,渠道运营02
BA000386,ADC00060,2026-03-11 17:06:12,55084,37103,转化成本偏高,渠道运营03
BA000387,ADC00045,2026-05-27 11:43:08,185571,234722,阶段性加量,渠道运营04
BA000388,ADC00058,2026-08-06 11:35:44,115556,153370,阶段性加量,渠道运营05
BA000389,ADC00054,2026-02-23 16:32:56,78922,111547,阶段性加量,渠道运营06
BA000390,ADC00079,2026-02-09 03:40:53,156156,217514,素材衰退,渠道运营07
BA000391,ADC00063,2026-07-14 23:20:24,153514,115938,留存质量较好,渠道运营08
BA000392,ADC00013,2026-05-29 12:48:46,189759,196126,留存质量较好,渠道运营01
BA000393,ADC00075,2026-05-25 04:39:31,176772,153569,留存质量较好,渠道运营02
BA000394,ADC00030,2026-04-30 12:04:20,74718,86465,转化成本偏高,渠道运营03
BA000395,ADC00078,2026-06-16 08:27:25,246579,352360,转化成本偏高,渠道运营04
BA000396,ADC00024,2026-04-14 22:09:37,81180,100106,转化成本偏高,渠道运营05
BA000397,ADC00080,2026-04-15 03:20:04,247137,263634,素材衰退,渠道运营06
BA000398,ADC00057,2026-06-21 03:44:03,247364,314125,阶段性加量,渠道运营07
BA000399,ADC00060,2026-02-26 20:00:36,55084,60254,阶段性加量,渠道运营08
BA000400,ADC00069,2026-03-25 17:41:13,250021,298751,留存质量较好,渠道运营01
BA000401,ADC00022,2026-06-17 01:48:39,114853,96213,阶段性加量,渠道运营02
BA000402,ADC00064,2026-03-22 18:13:17,204874,166095,阶段性加量,渠道运营03
BA000403,ADC00078,2026-06-27 12:41:28,246579,339434,阶段性加量,渠道运营04
BA000404,ADC00092,2026-05-08 07:37:27,192262,179776,转化成本偏高,渠道运营05
BA000405,ADC00001,2026-05-13 21:55:59,88175,69399,阶段性加量,渠道运营06
BA000406,ADC00089,2026-05-03 08:24:45,222334,212827,阶段性加量,渠道运营07
BA000407,ADC00018,2026-04-22 21:00:23,73557,75817,留存质量较好,渠道运营08
BA000408,ADC00033,2026-05-16 06:51:37,91669,63130,留存质量较好,渠道运营01
BA000409,ADC00036,2026-07-29 14:48:09,122832,140556,留存质量较好,渠道运营02
BA000410,ADC00033,2026-05-15 05:34:14,91669,108690,转化成本偏高,渠道运营03
BA000411,ADC00087,2026-03-18 11:03:05,129307,136241,留存质量较好,渠道运营04
BA000412,ADC00092,2026-03-22 03:10:58,192262,227663,转化成本偏高,渠道运营05
BA000413,ADC00100,2026-03-30 19:09:54,211433,216319,转化成本偏高,渠道运营06
BA000414,ADC00098,2026-06-12 21:08:40,37979,36528,转化成本偏高,渠道运营07
BA000415,ADC00090,2026-07-18 01:55:31,41011,46891,转化成本偏高,渠道运营08
BA000416,ADC00046,2026-06-28 21:11:54,35298,23742,留存质量较好,渠道运营01
BA000417,ADC00073,2026-06-24 15:04:27,159673,197067,留存质量较好,渠道运营02
BA000418,ADC00065,2026-03-06 00:47:44,235092,258789,留存质量较好,渠道运营03
BA000419,ADC00048,2026-04-10 22:31:42,84606,95513,素材衰退,渠道运营04
BA000420,ADC00096,2026-04-27 18:03:51,142909,148926,留存质量较好,渠道运营05
BA000421,ADC00050,2026-02-15 21:04:10,228125,228506,转化成本偏高,渠道运营06
BA000422,ADC00080,2026-04-21 20:48:49,247137,220365,阶段性加量,渠道运营07
BA000423,ADC00068,2026-03-14 03:29:38,129408,146961,留存质量较好,渠道运营08
BA000424,ADC00042,2026-03-01 22:59:13,186366,199996,素材衰退,渠道运营01
BA000425,ADC00082,2026-05-07 21:15:12,77397,88125,转化成本偏高,渠道运营02
BA000426,ADC00083,2026-06-04 13:41:31,83763,57425,转化成本偏高,渠道运营03
BA000427,ADC00053,2026-05-08 10:01:04,81333,86097,转化成本偏高,渠道运营04
BA000428,ADC00061,2026-04-05 01:35:55,145037,95265,留存质量较好,渠道运营05
BA000429,ADC00038,2026-06-21 06:01:49,42195,40222,阶段性加量,渠道运营06
BA000430,ADC00037,2026-05-30 04:19:56,158506,133712,转化成本偏高,渠道运营07
BA000431,ADC00060,2026-02-25 13:48:25,55084,73262,阶段性加量,渠道运营08
BA000432,ADC00010,2026-06-11 03:55:11,166048,226323,转化成本偏高,渠道运营01
BA000433,ADC00096,2026-04-17 12:43:35,142909,188461,阶段性加量,渠道运营02
BA000434,ADC00081,2026-04-22 14:59:09,156922,138651,转化成本偏高,渠道运营03
BA000435,ADC00018,2026-05-20 11:45:08,73557,69686,留存质量较好,渠道运营04
BA000436,ADC00066,2026-05-15 14:41:51,120743,102987,阶段性加量,渠道运营05
BA000437,ADC00038,2026-07-03 10:06:16,42195,29050,转化成本偏高,渠道运营06
BA000438,ADC00092,2026-05-07 17:12:57,192262,192731,转化成本偏高,渠道运营07
BA000439,ADC00088,2026-05-16 16:53:04,55905,39182,留存质量较好,渠道运营08
BA000440,ADC00063,2026-06-29 23:43:34,153514,145378,阶段性加量,渠道运营01
BA000441,ADC00075,2026-04-14 14:33:03,176772,196633,转化成本偏高,渠道运营02
BA000442,ADC00100,2026-03-26 00:39:50,211433,199487,留存质量较好,渠道运营03
BA000443,ADC00005,2026-03-16 04:37:54,55969,41127,阶段性加量,渠道运营04
BA000444,ADC00096,2026-03-22 05:51:13,142909,159368,素材衰退,渠道运营05
BA000445,ADC00076,2026-02-23 09:55:06,37275,32516,转化成本偏高,渠道运营06
BA000446,ADC00040,2026-06-29 12:48:23,206930,284711,留存质量较好,渠道运营07
BA000447,ADC00027,2026-06-01 09:22:50,128491,110696,转化成本偏高,渠道运营08
BA000448,ADC00078,2026-06-23 02:39:34,246579,237591,阶段性加量,渠道运营01
BA000449,ADC00009,2026-05-15 01:47:03,248217,265688,转化成本偏高,渠道运营02
BA000450,ADC00024,2026-04-09 03:02:18,81180,111357,留存质量较好,渠道运营03
BA000451,ADC00009,2026-04-05 07:27:36,248217,344146,阶段性加量,渠道运营04
BA000452,ADC00033,2026-05-19 17:28:36,91669,108577,素材衰退,渠道运营05
BA000453,ADC00007,2026-05-09 16:31:04,46043,66161,转化成本偏高,渠道运营06
BA000454,ADC00100,2026-03-07 01:07:31,211433,170496,素材衰退,渠道运营07
BA000455,ADC00066,2026-05-15 02:58:21,120743,148485,转化成本偏高,渠道运营08
BA000456,ADC00011,2026-03-26 10:21:24,182749,186892,转化成本偏高,渠道运营01
BA000457,ADC00087,2026-03-08 15:01:30,129307,137072,素材衰退,渠道运营02
BA000458,ADC00021,2026-05-30 01:51:46,100866,131533,阶段性加量,渠道运营03
BA000459,ADC00029,2026-07-21 01:26:08,137551,94816,素材衰退,渠道运营04
BA000460,ADC00026,2026-06-24 13:00:32,189899,204197,留存质量较好,渠道运营05
BA000461,ADC00075,2026-03-29 05:34:00,176772,144955,留存质量较好,渠道运营06
BA000462,ADC00034,2026-03-20 22:52:12,58225,63392,转化成本偏高,渠道运营07
BA000463,ADC00094,2026-03-07 21:39:23,84603,84950,素材衰退,渠道运营08
BA000464,ADC00050,2026-03-29 01:22:42,228125,175162,转化成本偏高,渠道运营01
BA000465,ADC00057,2026-06-10 04:06:18,247364,223861,转化成本偏高,渠道运营02
BA000466,ADC00080,2026-05-08 16:36:24,247137,326099,留存质量较好,渠道运营03
BA000467,ADC00067,2026-04-18 20:17:08,94903,121798,留存质量较好,渠道运营04
BA000468,ADC00034,2026-04-11 13:39:08,58225,78958,转化成本偏高,渠道运营05
BA000469,ADC00050,2026-03-04 14:34:06,228125,228287,留存质量较好,渠道运营06
BA000470,ADC00065,2026-03-01 13:44:11,235092,246395,留存质量较好,渠道运营07
BA000471,ADC00075,2026-03-30 14:15:05,176772,151396,转化成本偏高,渠道运营08
BA000472,ADC00093,2026-08-18 19:07:06,182268,237376,转化成本偏高,渠道运营01
BA000473,ADC00074,2026-06-06 03:42:10,104337,98552,转化成本偏高,渠道运营02
BA000474,ADC00031,2026-03-11 11:38:29,112685,111898,留存质量较好,渠道运营03
BA000475,ADC00075,2026-04-21 21:32:47,176772,189514,转化成本偏高,渠道运营04
BA000476,ADC00002,2026-02-26 12:35:35,125679,95204,转化成本偏高,渠道运营05
BA000477,ADC00011,2026-03-16 21:44:58,182749,156529,转化成本偏高,渠道运营06
BA000478,ADC00056,2026-04-02 16:47:07,232275,179203,素材衰退,渠道运营07
BA000479,ADC00056,2026-03-03 15:37:14,232275,287158,素材衰退,渠道运营08
BA000480,ADC00098,2026-06-10 05:13:51,37979,34432,阶段性加量,渠道运营01
BA000481,ADC00004,2026-02-17 02:44:53,127554,168876,转化成本偏高,渠道运营02
BA000482,ADC00093,2026-06-21 17:17:19,182268,199128,转化成本偏高,渠道运营03
BA000483,ADC00036,2026-07-03 22:42:10,122832,105520,转化成本偏高,渠道运营04
BA000484,ADC00051,2026-07-01 12:20:12,58795,65351,素材衰退,渠道运营05
BA000485,ADC00031,2026-03-20 07:47:12,112685,109037,留存质量较好,渠道运营06
BA000486,ADC00002,2026-02-23 22:46:12,125679,91109,转化成本偏高,渠道运营07
BA000487,ADC00085,2026-02-27 08:51:46,89912,104646,素材衰退,渠道运营08
BA000488,ADC00074,2026-05-11 09:05:06,104337,99057,素材衰退,渠道运营01
BA000489,ADC00054,2026-01-14 00:46:02,78922,95599,阶段性加量,渠道运营02
BA000490,ADC00036,2026-05-12 06:45:27,122832,155249,阶段性加量,渠道运营03
BA000491,ADC00065,2026-02-28 02:46:43,235092,153988,阶段性加量,渠道运营04
BA000492,ADC00022,2026-05-26 20:09:05,114853,78198,转化成本偏高,渠道运营05
BA000493,ADC00020,2026-05-07 11:33:29,181763,193061,转化成本偏高,渠道运营06
BA000494,ADC00044,2026-05-21 03:19:25,164337,152350,留存质量较好,渠道运营07
BA000495,ADC00085,2026-01-27 03:06:39,89912,87181,留存质量较好,渠道运营08
BA000496,ADC00074,2026-04-29 12:14:46,104337,105494,转化成本偏高,渠道运营01
BA000497,ADC00079,2026-02-17 12:17:04,156156,219698,留存质量较好,渠道运营02
BA000498,ADC00015,2026-03-06 15:00:04,258566,253765,转化成本偏高,渠道运营03
BA000499,ADC00082,2026-04-07 16:53:04,77397,77070,转化成本偏高,渠道运营04
BA000500,ADC00048,2026-04-12 20:10:15,84606,115376,阶段性加量,渠道运营05
BA000501,ADC00024,2026-04-01 01:06:55,81180,96683,素材衰退,渠道运营06
BA000502,ADC00098,2026-05-24 08:49:57,37979,54799,素材衰退,渠道运营07
BA000503,ADC00008,2026-02-08 23:33:38,47633,38399,转化成本偏高,渠道运营08
BA000504,ADC00021,2026-05-04 17:52:31,100866,93658,阶段性加量,渠道运营01
BA000505,ADC00035,2026-06-04 16:14:29,116320,83539,素材衰退,渠道运营02
BA000506,ADC00060,2026-03-11 20:54:55,55084,45565,素材衰退,渠道运营03
BA000507,ADC00014,2026-03-15 18:56:00,45041,38090,素材衰退,渠道运营04
BA000508,ADC00027,2026-06-25 21:45:01,128491,169429,转化成本偏高,渠道运营05
BA000509,ADC00022,2026-06-05 19:37:51,114853,114410,阶段性加量,渠道运营06
BA000510,ADC00018,2026-05-02 00:07:34,73557,93181,阶段性加量,渠道运营07
BA000511,ADC00025,2026-06-23 00:34:47,173049,165690,留存质量较好,渠道运营08
BA000512,ADC00061,2026-03-17 18:11:15,145037,124501,留存质量较好,渠道运营01
BA000513,ADC00093,2026-08-24 05:48:37,182268,180303,转化成本偏高,渠道运营02
BA000514,ADC00049,2026-07-06 22:52:39,167648,164656,阶段性加量,渠道运营03
BA000515,ADC00011,2026-04-30 19:59:49,182749,262347,留存质量较好,渠道运营04
BA000516,ADC00028,2026-03-22 10:07:23,169677,205477,素材衰退,渠道运营05
BA000517,ADC00019,2026-07-19 16:40:25,241679,229659,留存质量较好,渠道运营06
BA000518,ADC00065,2026-03-19 11:25:56,235092,260351,阶段性加量,渠道运营07
BA000519,ADC00095,2026-07-04 12:17:25,149030,99770,素材衰退,渠道运营08
BA000520,ADC00094,2026-03-28 04:01:33,84603,91059,留存质量较好,渠道运营01
BA000521,ADC00088,2026-05-07 11:54:24,55905,72447,留存质量较好,渠道运营02
BA000522,ADC00008,2026-02-24 11:27:57,47633,51584,留存质量较好,渠道运营03
BA000523,ADC00033,2026-06-07 21:30:34,91669,83155,素材衰退,渠道运营04
BA000524,ADC00099,2026-06-02 16:46:29,90092,115387,留存质量较好,渠道运营05
BA000525,ADC00006,2026-04-21 02:04:55,247276,290869,转化成本偏高,渠道运营06
BA000526,ADC00068,2026-03-16 10:46:07,129408,170403,转化成本偏高,渠道运营07
BA000527,ADC00070,2026-05-01 08:48:32,255137,192393,阶段性加量,渠道运营08
BA000528,ADC00067,2026-04-05 03:28:20,94903,117879,转化成本偏高,渠道运营01
BA000529,ADC00015,2026-02-28 08:30:57,258566,213902,留存质量较好,渠道运营02
BA000530,ADC00054,2026-02-08 12:58:56,78922,106555,转化成本偏高,渠道运营03
BA000531,ADC00060,2026-02-12 10:59:53,55084,47388,素材衰退,渠道运营04
BA000532,ADC00043,2026-06-07 06:24:33,85886,91531,留存质量较好,渠道运营05
BA000533,ADC00038,2026-07-03 23:39:35,42195,37936,转化成本偏高,渠道运营06
BA000534,ADC00002,2026-04-29 14:12:55,125679,95486,留存质量较好,渠道运营07
BA000535,ADC00063,2026-06-14 14:32:28,153514,184828,转化成本偏高,渠道运营08
BA000536,ADC00093,2026-07-17 08:58:30,182268,181997,转化成本偏高,渠道运营01
BA000537,ADC00095,2026-07-04 14:35:31,149030,130151,素材衰退,渠道运营02
BA000538,ADC00051,2026-06-12 13:40:04,58795,83569,素材衰退,渠道运营03
BA000539,ADC00045,2026-05-12 00:59:53,185571,211483,阶段性加量,渠道运营04
BA000540,ADC00019,2026-08-05 12:29:23,241679,277289,转化成本偏高,渠道运营05
BA000541,ADC00048,2026-03-24 17:59:25,84606,85204,素材衰退,渠道运营06
BA000542,ADC00096,2026-04-18 04:28:20,142909,189476,留存质量较好,渠道运营07
BA000543,ADC00005,2026-04-23 07:34:09,55969,67650,转化成本偏高,渠道运营08
BA000544,ADC00038,2026-06-12 22:25:50,42195,51699,转化成本偏高,渠道运营01
BA000545,ADC00029,2026-07-07 12:00:08,137551,135627,阶段性加量,渠道运营02
BA000546,ADC00077,2026-04-26 07:39:30,96135,111445,素材衰退,渠道运营03
BA000547,ADC00015,2026-02-08 09:28:28,258566,247946,素材衰退,渠道运营04
BA000548,ADC00046,2026-05-26 03:25:35,35298,42404,素材衰退,渠道运营05
BA000549,ADC00025,2026-08-01 08:56:29,173049,185832,阶段性加量,渠道运营06
BA000550,ADC00036,2026-08-02 12:27:03,122832,128665,阶段性加量,渠道运营07
BA000551,ADC00058,2026-08-11 19:37:20,115556,130717,素材衰退,渠道运营08
BA000552,ADC00064,2026-03-13 13:04:03,204874,296134,留存质量较好,渠道运营01
BA000553,ADC00059,2026-06-17 04:50:15,134982,121816,阶段性加量,渠道运营02
BA000554,ADC00009,2026-03-18 17:05:17,248217,334879,阶段性加量,渠道运营03
BA000555,ADC00081,2026-04-20 07:35:56,156922,222483,留存质量较好,渠道运营04
BA000556,ADC00014,2026-03-25 07:19:52,45041,55471,转化成本偏高,渠道运营05
BA000557,ADC00012,2026-04-01 01:05:56,79511,102173,留存质量较好,渠道运营06
BA000558,ADC00067,2026-05-05 13:08:45,94903,102169,转化成本偏高,渠道运营07
BA000559,ADC00094,2026-02-24 19:14:53,84603,65942,素材衰退,渠道运营08
BA000560,ADC00052,2026-03-07 10:45:32,110371,121836,转化成本偏高,渠道运营01
BA000561,ADC00045,2026-05-19 21:01:53,185571,148638,素材衰退,渠道运营02
BA000562,ADC00041,2026-06-26 16:17:48,237970,344718,阶段性加量,渠道运营03
BA000563,ADC00075,2026-04-18 08:03:49,176772,151955,素材衰退,渠道运营04
BA000564,ADC00058,2026-06-19 08:03:57,115556,127249,转化成本偏高,渠道运营05
BA000565,ADC00035,2026-05-13 15:03:24,116320,100406,转化成本偏高,渠道运营06
BA000566,ADC00075,2026-05-15 22:42:08,176772,139002,留存质量较好,渠道运营07
BA000567,ADC00048,2026-03-04 16:57:09,84606,101984,素材衰退,渠道运营08
BA000568,ADC00042,2026-03-23 05:08:31,186366,186716,留存质量较好,渠道运营01
BA000569,ADC00050,2026-02-20 16:52:43,228125,311051,转化成本偏高,渠道运营02
BA000570,ADC00005,2026-02-24 21:03:32,55969,77240,阶段性加量,渠道运营03
BA000571,ADC00048,2026-02-09 22:53:05,84606,70473,阶段性加量,渠道运营04
BA000572,ADC00020,2026-03-13 23:27:04,181763,157218,留存质量较好,渠道运营05
BA000573,ADC00095,2026-07-02 16:52:13,149030,165112,阶段性加量,渠道运营06
BA000574,ADC00098,2026-06-11 20:24:42,37979,27378,留存质量较好,渠道运营07
BA000575,ADC00049,2026-05-23 03:01:08,167648,150073,留存质量较好,渠道运营08
BA000576,ADC00090,2026-07-16 06:04:45,41011,58626,素材衰退,渠道运营01
BA000577,ADC00009,2026-04-12 16:08:30,248217,328216,留存质量较好,渠道运营02
BA000578,ADC00056,2026-04-02 20:58:03,232275,193671,转化成本偏高,渠道运营03
BA000579,ADC00066,2026-04-21 01:13:14,120743,166441,转化成本偏高,渠道运营04
BA000580,ADC00073,2026-05-27 05:06:48,159673,167270,素材衰退,渠道运营05
BA000581,ADC00040,2026-06-02 19:29:03,206930,201652,留存质量较好,渠道运营06
BA000582,ADC00058,2026-07-09 20:39:15,115556,155553,转化成本偏高,渠道运营07
BA000583,ADC00070,2026-04-26 16:35:57,255137,166034,留存质量较好,渠道运营08
BA000584,ADC00098,2026-05-23 20:14:23,37979,44788,留存质量较好,渠道运营01
BA000585,ADC00051,2026-07-02 11:02:28,58795,56590,留存质量较好,渠道运营02
BA000586,ADC00046,2026-05-29 06:59:20,35298,32819,留存质量较好,渠道运营03
BA000587,ADC00098,2026-05-15 01:27:17,37979,44319,素材衰退,渠道运营04
BA000588,ADC00011,2026-04-25 05:47:45,182749,227730,转化成本偏高,渠道运营05
BA000589,ADC00065,2026-03-05 00:29:49,235092,236682,转化成本偏高,渠道运营06
BA000590,ADC00010,2026-06-24 02:03:05,166048,142133,转化成本偏高,渠道运营07
BA000591,ADC00093,2026-08-15 15:00:03,182268,201056,阶段性加量,渠道运营08
BA000592,ADC00057,2026-06-03 15:50:57,247364,251347,素材衰退,渠道运营01
BA000593,ADC00093,2026-06-20 13:18:55,182268,140917,留存质量较好,渠道运营02
BA000594,ADC00060,2026-03-05 16:12:27,55084,73138,阶段性加量,渠道运营03
BA000595,ADC00086,2026-02-23 00:55:34,221283,242669,素材衰退,渠道运营04
BA000596,ADC00076,2026-02-13 08:24:12,37275,53025,留存质量较好,渠道运营05
BA000597,ADC00073,2026-06-04 16:13:09,159673,229359,阶段性加量,渠道运营06
BA000598,ADC00031,2026-03-29 01:03:04,112685,154550,转化成本偏高,渠道运营07
BA000599,ADC00049,2026-06-09 10:10:25,167648,238709,阶段性加量,渠道运营08
BA000600,ADC00097,2026-03-28 11:43:21,94362,117131,素材衰退,渠道运营01
BA000601,ADC00013,2026-04-17 10:53:16,189759,145113,转化成本偏高,渠道运营02
BA000602,ADC00034,2026-03-09 04:35:49,58225,54924,素材衰退,渠道运营03
BA000603,ADC00075,2026-04-11 23:47:56,176772,152552,素材衰退,渠道运营04
BA000604,ADC00070,2026-04-06 20:16:15,255137,299626,留存质量较好,渠道运营05
BA000605,ADC00065,2026-03-31 13:51:51,235092,173099,素材衰退,渠道运营06
BA000606,ADC00005,2026-03-14 07:16:33,55969,41566,留存质量较好,渠道运营07
BA000607,ADC00006,2026-04-20 07:46:19,247276,293360,转化成本偏高,渠道运营08
BA000608,ADC00020,2026-03-25 11:22:00,181763,175447,素材衰退,渠道运营01
BA000609,ADC00064,2026-03-21 04:19:25,204874,233075,留存质量较好,渠道运营02
BA000610,ADC00058,2026-07-27 04:39:45,115556,129639,阶段性加量,渠道运营03
BA000611,ADC00031,2026-04-01 15:21:25,112685,92077,转化成本偏高,渠道运营04
BA000612,ADC00096,2026-04-10 07:40:06,142909,186259,阶段性加量,渠道运营05
BA000613,ADC00002,2026-05-02 03:20:26,125679,162528,转化成本偏高,渠道运营06
BA000614,ADC00094,2026-03-16 02:59:41,84603,108705,阶段性加量,渠道运营07
BA000615,ADC00067,2026-03-09 23:50:19,94903,112365,阶段性加量,渠道运营08
BA000616,ADC00094,2026-03-07 08:13:22,84603,80612,阶段性加量,渠道运营01
BA000617,ADC00014,2026-02-16 18:11:01,45041,64233,留存质量较好,渠道运营02
BA000618,ADC00012,2026-03-14 21:53:42,79511,101681,转化成本偏高,渠道运营03
BA000619,ADC00061,2026-02-23 08:12:25,145037,148264,留存质量较好,渠道运营04
BA000620,ADC00073,2026-05-27 04:34:33,159673,186654,留存质量较好,渠道运营05
BA000621,ADC00095,2026-06-12 08:00:30,149030,116695,阶段性加量,渠道运营06
BA000622,ADC00074,2026-05-02 23:37:56,104337,102682,阶段性加量,渠道运营07
BA000623,ADC00058,2026-07-05 23:03:22,115556,78735,留存质量较好,渠道运营08
BA000624,ADC00078,2026-07-08 14:28:19,246579,266618,阶段性加量,渠道运营01
BA000625,ADC00054,2026-01-26 14:31:13,78922,90977,留存质量较好,渠道运营02
BA000626,ADC00038,2026-07-06 12:35:36,42195,43981,转化成本偏高,渠道运营03
BA000627,ADC00043,2026-06-08 10:48:03,85886,90580,素材衰退,渠道运营04
BA000628,ADC00078,2026-06-28 12:13:36,246579,268118,留存质量较好,渠道运营05
BA000629,ADC00080,2026-04-17 12:49:05,247137,358192,转化成本偏高,渠道运营06
BA000630,ADC00047,2026-03-20 13:23:16,54444,70483,转化成本偏高,渠道运营07
BA000631,ADC00089,2026-04-23 19:41:08,222334,321658,留存质量较好,渠道运营08
